read amount,comments,title,content link,author,create time
10486,13,酒业观察：市场洗牌“三甲”换新 增速趋缓分化加剧,"/news,600519,1482770129.html",贵州茅台资讯,11-11 06:37
2763,10,98股获机构买入型评级 贵州茅台关注度最高,"/news,600519,1482751775.html",贵州茅台资讯,11-11 05:51
36395,19,11月11日北向资金最新动向（附十大成交股）,"/news,600519,1482752522.html",贵州茅台资讯,11-11 05:50
15750,14,97股今日获机构买入评级 11股上涨空间超20%,"/news,600519,1482743883.html",贵州茅台资讯,11-11 05:18
1220,1,“双十一”来了｜白酒大促“虎头蛇尾”，破价威胁解除但酒商仍担忧动销,"/news,600519,1482715782.html",贵州茅台资讯,11-11 03:58
1884,10,东莞证券给予贵州茅台买入评级，事件点评：中期分红落地，重视股东回报,"/news,600519,1482591876.html",贵州茅台资讯,11-11 01:45
1325,8,白酒板块午盘走弱 贵州茅台股价下跌1.82%,"/news,600519,1482549279.html",贵州茅台资讯,11-11 01:12
861,3,付小波已任茅台酒销售公司党委副书记、总经理,"/news,600519,1482565483.html",贵州茅台资讯,11-11 11:55
2411,2,观酒周报｜茅台首度提出中期分红计划；汾酒修改章程未来有望一年两度分红；白酒板块上周涨近10%,"/news,600519,1482483094.html",贵州茅台资讯,11-11 11:20
1892,0,8日北向资金成交3103.86亿元 占沪深两市总成交额的11.58%,"/news,600519,1482321412.html",贵州茅台资讯,11-11 09:41
2818,6,酒业早参丨贵州茅台拟派发中期现金红利超300亿元；酒便利一股东股权被冻结,"/news,600519,1482237204.html",贵州茅台资讯,11-11 08:19
1207,0,盘前必读丨我国将增加6万亿元地方债限额置换存量隐性债务；贵州茅台拟派发超300亿元现金分红,"/news,600519,1482237750.html",贵州茅台资讯,11-11 07:53
9872,11,白酒行业三季报全部出炉 多家酒企还选择了回购和分红,"/news,600519,1482086187.html",贵州茅台资讯,11-09 05:48
4817,21,创历史同期新高，贵州茅台拟派发300.01亿元现金分红,"/news,600519,1482056294.html",贵州茅台资讯,11-09 11:38
28695,66,300亿元！贵州茅台又发“红包”！飞天茅台价格底部震荡,"/news,600519,1482030006.html",贵州茅台资讯,11-09 07:29
2020,9,贵州茅台拟派发中期现金红利超300亿元,"/news,600519,1482024820.html",贵州茅台资讯,11-09 01:54
2561,4,超300亿元！贵州茅台大手笔分红,"/news,600519,1482017347.html",贵州茅台资讯,11-09 12:39
4464,47,贵州茅台中期分红300亿，股东喜迎现金盛宴,"/news,600519,1482007498.html",贵州茅台资讯,11-08 10:59
3448,17,贵州茅台三年分红规划落地：拟每股派发现金红利23.882元 上市以来累计分红将超3000亿元,"/news,600519,1481998319.html",贵州茅台资讯,11-08 10:13
2781,21,贵州茅台：披露中期利润分配方案 拟每股派现23.882元,"/news,600519,1481998193.html",贵州茅台资讯,11-08 10:12
4164,0,11月9日上市公司重要公告集锦：贵州茅台2024年中期分红拟每股派现23.88元,"/news,600519,1481996785.html",贵州茅台资讯,11-08 10:06
3757,8,公告精选丨贵州茅台：拟每股派发现金红利23.882元；万丰奥威：与大众合作模式变更,"/news,600519,1481995767.html",贵州茅台资讯,11-08 10:01
1092,0,超300亿元！茅台大手笔,"/news,600519,1481994292.html",贵州茅台资讯,11-08 09:55
717,0,贵州茅台：将于11月27日召开2024年第一次临时股东大会,"/news,600519,1481991625.html",贵州茅台资讯,11-08 09:41
2909,20,拟10派238.82元！贵州茅台大手笔分红,"/news,600519,1481990523.html",贵州茅台资讯,11-08 09:39
953,2,贵州茅台11月8日大宗交易成交3219.94万元,"/news,600519,1481987513.html",贵州茅台资讯,11-08 09:23
1234,6,超300亿！贵州茅台又要发钱了！,"/news,600519,1481984767.html",贵州茅台资讯,11-08 09:13
749,0,加强市值管理！茅台拟派2024年中期红利 或超300亿元,"/news,600519,1481986143.html",贵州茅台资讯,11-08 09:12
